"Subject","Course Number","Department(s)","Course Title","Credits - Units - Minimum Units","Credits - Units - Maximum Units","Terms Offered","Course Description","Cross-Listed Course(s)","Repeat Rules","Repeat Rule: Special Circumstances","Offering Information","Additional Offering Information"
"GLOBAL","273","Interdisciplinary Social Science Programs","International Human Rights","4","4","-","This course will explore the philosophical evolution of human rights principles in the realm of political theory and the influence of such principles as they have transformed into a coherent body of law. We will focus specifically on issues in international human rights law; the approach will be both thematic and comparative. Topics will include but are not limited to: human rights diplomacy; the influence of human rights in international legal practice; cultural and minority rights; genocide and the world community; cultural relativism and national sovereignty; international law and international relations; individual and collective rights; migration, labor, and globalization; and national, international, and nongovernmental organizations.","-","Course is not repeatable for credit.","-","-","-"
"GLOBAL","292","Interdisciplinary Social Science Programs","Directed Study and Research","1","4","-","Directed study and research for graduate students in Global Studies. Primarily for graduate students engaged in an interdisciplinary exploration of Global Studies-related topics in subject matter not covered in available course offerings. The course will involve directed readings and writing of a report. ","-","Course may be repeated for credit without restriction.","-","-","-"
"GLOBAL","298","Interdisciplinary Social Science Programs","Directed Group Studies for Graduate Students","1","4","-","Group studies of selected topics which vary from year to year.
","-","Course may be repeated for credit when topic changes.","-","-","-"
"GLOBAL","299","Interdisciplinary Social Science Programs","Directed Reading","1","4","-","Individual conferences intended to provide directed reading in subject matter not covered by available seminar offerings. ","-","Course may be repeated for credit without restriction.","-","-","-"
"GLOBAL","375","Interdisciplinary Social Science Programs","Professional Training: Teaching in Global Studies","2","2","-","This course is intended to prepare Global Studies MA students to be instructors in interdisciplinary/multi-departmental courses. It will serve as a forum to discuss problems and create innovative solutions to these problems. Focusing on course construction and operation, specialists from various disciplines will discuss strategies for moving outside of their areas of specialization and into broader areas of Global Studies. Graduate students will be provided training in building their own interdisciplinary courses from the ground up. Organizing syllabi, preparing lectures, devising written assignments, leading discussion sections, constructing evaluative mechanisms and grading them, will all be covered over the course of the semester. ","-","Course may be repeated for a set number of units.","-","-","-"
"GMS","200","Global Metropolitan Studies Graduate Group","Global Metropolitan Studies: Introduction to Theories, Histories, and Methods","3","3","-","The investigation of modern cities presents great challenges for social and urban theory. This seminar addresses these challenges through a multidisciplinary perspective that structures the discussion in terms of a history of metropolitan transformations, global urbanization, and the production and regulation of cities as spaces of contestation and creativity.","-","Course is not repeatable for credit.","-","-","-"
"GMS","201","Global Metropolitan Studies Graduate Group","Research Seminar in Comparative Urban Studies","3","3","-","This core seminar for the Designated Emphasis in Global Metropolitan Studies offers an in-depth examination of contemporary research topics, data and methods, recent research findings, and challenges in specific subfields of international urban studies. Emphasis will be placed upon the discussion and improvement of students' dissertation chapters.","-","Course may be repeated for credit without restriction.","-","-","-"
"GMS","299","Global Metropolitan Studies Graduate Group","Independent Study or Research","1","12","-","Individual study or research program; must be worked out with GMS faculty in advance of signing up for credits.","-","Course may be repeated for credit without restriction.","-","-","-"
"GMS","C203","Global Metropolitan Studies Graduate Group","Subnational and Urban Politics in Low and Middle-Income Countries","4","4","-","This course will consider the political and institutional environment in which efforts to address metropolitan problems are developed, the financial and institutional vehicles used to provide services of different types, and the role of political parties and other forms of political organization in the development and allocation of services. Emphasis will be placed upon fertile areas for research within the social sciences. ","POLSCIC203 URB POLI LOWMID INC","Course is not repeatable for credit.","-","-","-"
"GMS","C215","Global Metropolitan Studies Graduate Group","Global Urban Inequalities","3","3","-","This course is animated by the question: what is global and urban about inequalities? It has two aims. First, it focuses on the historical-geographies of globalization and cities, and unpacks how cities are embedded within wider networks of capitalism. Second, it explores the many meanings and political projects around decolonizing the city, and looks at at unlearning, anti-imperialism, abolition, epistemic justice as concrete actions to combat global urban inequalities.","CYPLANC215 GLOBAL URBAN INEQUA","Course is not repeatable for credit.","-","-","-"
"GSPDP","301","Graduate Division","Mentoring in Higher Education","1","1","-","This seminar will introduce graduate students to the role of mentoring in U.S. higher education and help guide graduate students as they mentor undergraduates at Berkeley, work in the context of a mentoring relationship with their graduate advisers, and prepare for the mentoring they will do in future academic and non-academic careers. The course will consist of readings, face-to-face and online discussion, short assignments, and an applied component of mentoring. ","-","Course is not repeatable for credit.","-","-","-"
"GSPDP","301S","Graduate Division","Mentoring in Higher Education for SMART Mentors","1","1","-","This seminar will introduce SMART graduate student mentors to the role of mentoring in U.S. higher education and guide them as they mentor undergraduates at Berkeley, work in the context of a mentoring relationship with their graduate advisers, and prepare for the mentoring they will do in future academic and non-academic careers. The course will consist of readings, face-to-face and online discussion, short assignments, and preparation for the research mentoring they will do in the SMART program. ","-","Course is not repeatable for credit.","-","-","-"
"GSPDP","302","Graduate Division","Reading and Composition Pedagogy for Graduate Student Instructors","1","1","-","This course prepares GSIs across the disciplines to teach effective Reading and Composition (R&C) courses. It is intended for experienced GSIs who have already satisfied the Gradute Council's 300-level pedagogy course requirement but who would benefit from specific preparation to teach R&C. Seminar readings, discussions, and assignments provide GSIs with an overview of pedagogical theories and concrete practices that will assist them in designing and teaching R&C courses.","-","Course may be repeated for credit without restriction.","-","-","-"
"GSPDP","320","Graduate Division","Academic Writing for Graduate Students","2","2","-","The purpose of this course is to provide graduate students with formal instruction in the genres and mechanics of academic writing at the graduate and professional level. Through presentations, readings, discussion, and weekly peer editing, graduate students will develop writing and editing skills necessary for their success as graduate students and future faculty.","-","Course is not repeatable for credit.","-","-","-"
"GSPDP","350","Graduate Division","Preparing Future Faculty: From Graduate Student to Faculty Member","2","2","-","This course introduces students to the landscape of higher education and enables graduate students and postdocs to have the knowledge needed to apply for academic positions and make informed choices. We explore the history and structure of higher education in the U.S. and contemporary issues that shape the academic world. We compare different types of universities and colleges and examine institutional mission, forms of governance, faculty roles and responsibilities, stages of faculty life, current trends in higher education, and the academic job search process.","-","Course is not repeatable for credit.","-","-","-"
"GSPDP","351","Graduate Division","Developing a Teaching Portfolio","2","2","-","This course enables students to develop a teaching portfolio step-by-step while deepening their knowledge of teaching and learning in higher education.  In tandem with creating a teaching portfolio, students will learn how to design lesson plans, activities, and assignments that are informed by the research on learning; create courses that align learning goals, activities, and assessments; use student evaluations and other forms of feedback to improve teaching and learning.","-","Course is not repeatable for credit.","-","-","-"
"GSPDP","352","Graduate Division","Editing, Academic Writing, and Academic Publishing","2","2","-","In this course graduate students will learn the skills of professional editing and work intensively on a piece or pieces of their own academic writing. By the end of the course, students will have substantially revised a major piece of their work and/or created a new piece of scholarly writing (e.g., a dissertation chapter or a scholarly article); will be better able to self-edit and analyze the strengths and weaknesses of their own writing (and thus write more efficiently and effectively); will know how to edit scholarly prose and how to work with editors and authors, skills needed as future faculty.","-","Course is not repeatable for credit.","-","-","-"
"GSPDP","375","Graduate Division","Teaching and Learning in Higher Education","2","2","-","This seminar will introduce graduate students to the theory and practice of teaching and learning in higher education and will prepare new GSIs for the teaching they will do at Berkeley and for the teaching they may do in future careers. The course will provide an introduction to the research on how adults learn and will enable GSIs to select teaching methods that are appropriate to specific courses and educational contexts. The course brings together a cross-disciplinary group of graduate students who will discuss selected texts from the current literature on teaching and learning, experiment with and assess various teaching methods and their impact on learning, and develop professional skills that can be used throughout their careers.","-","Course is not repeatable for credit.","-","-","-"
"GWS","200","Gender and Womens Studies","Theory and Critical Research","4","4","-","This course will provide an opportunity for the examination of diverse feminist theories produced in different disciplines and across disciplines. The course will ground contemporary philosophical and theoretical developments in the study of gender to specific histories of class, race, ethnicity, nation, and sexuality. Participants in the class will be urged to draw upon their own disciplinary and interdisciplinary backgrounds and interests to produce multifaceted analyses of how feminist theory has acted to delimit the study of women in some instances as well as how it may be used critically and imaginatively to open the field in complex and dynamic ways. Graduate students research and write a substantial (25-50 page) paper for the course. They will also participate in organizing and leading class discussion on a rotating basis.","-","Course is not repeatable for credit.","-","-","-"
"GWS","210","Gender and Womens Studies","Advanced Interdisciplinary Studies","4","4","-","A cross-disciplinary examination of specific problems in the study of gender, women, and sexuality. Topics will vary; for example, representations of motherhood, women in the public sphere, work and gender, globalization of gender, and the history of sexuality.","-","Course is not repeatable for credit.","-","-","-"
"GWS","220","Gender and Womens Studies","Research Seminar","4","4","-","Members of the seminar will present their ongoing dissertation research and mutually explore the interdisciplinary dimensions and implications of their work.","-","Course is not repeatable for credit.","-","-","-"
"GWS","230","Gender and Womens Studies","Transnational Feminist Theories","4","4","-","The aim of this course is to provide graduate students with an understanding of transnational feminist theories so that they may more effectively engage with this area of scholarship, but moreover so that they may critically and creatively contribute to it through their own writing.","-","Course is not repeatable for credit.","-","-","-"
"GWS","231","Gender and Womens Studies","Proseminar in Transnational Gender and Women's Studies","1","1","-","Designed to encourage dialogue around themes related to transnational gender and women's studies, this proseminar is organized around colloquia, panels, and conferences sponsored by the Department of Gender and Women's Studies, the Beatrice Bain Research Group, the Center for Race and Gender, the Center for the Study of Sexual Cultures, and (as relevant) other campus units.","-","Course is not repeatable for credit.","-","-","-"
"GWS","232","Gender and Womens Studies","Transnational Feminist Approaches to Knowledge Production","4","4","-","This course focuses on incorporating the analytic power of transnational feminist studies in academic reserch projects and practices. It examines the ways in which interdisciplinary and transnational approaches to gender and wormen replicate, challenge, reconfigure, and transform the emergence of new knowledge frames, analytics, and research practices. Students in this course will explore these and other questions in the context of their own research projects.","-","Course is not repeatable for credit.","-","-","-"
"GWS","235","Gender and Womens Studies","Capitalism, Gender and the Present Moment","4","4","-","Capitalism is often seen as a system that overrides everything in its path. However, a closer look at its development suggests that it emerged and still operates within and in relation to gender and racial domination, reconstituting those meanings and systems in turn. In this seminar, we will investigate that imbrication, exploring the role and constitution of gender and race in ongoing primitive accumulation, in the labor of social reproduction, and in the unfolding of the neoliberal present. Over the course of the semester, we will explore exploitation’s ongoing operations amid a broad terrain of appropriation by other means. ","-","Course is not repeatable for credit.","-","-","-"
"GWS","236","Gender and Womens Studies","Diaspora, Border, and Transnational Identities","4","4","-","This course will study debates around the notions of home, location, migrancy, mobility, and dislocation by focusing on issues of gender and sexuality. We will examine the ways in which various cultural flows have fundamentally challenged and changed the nature of global economy by expanding mobility of capital, labor, and systems of representations in a transnational context. We will also look at the impact of new technologies in production, distribution, communication, and circulation of cultural meanings and social identites by linking nationalism, immigration, diaspora, and globalization to the process of subject formation in a postcolonial context.","-","Course is not repeatable for credit.","-","-","-"
"GWS","237","Gender and Womens Studies","Transnational Science, Technology, and New Media","4","4","-","This is a core class of the new Ph.D in Transnational Gender and Women's Studies. It will expose students to critical thinking about science, technology, and new media. The class explores intersections of gender and women's studies with science, technology, engineering, medicine, and new media around the world; including women in science; transnational feminist science and technology studies; technologies of reproduction, production and destruction; divisions of scientific and technical labor; embodiment and subjectivity; digital divides, digital consumption, embodiment, and circulation; modernist projects of categorization; and the making and breaking of gendered bodies. It mixes secondary sources with primary sources, and among the primary sources, mixes scientific and technical documents with new media and the arts.","-","Course may be repeated for credit without restriction.","-","-","-"
"GWS","238","Gender and Womens Studies","Feminist Bio-Politics","4","4","-","This course is divided into three sections, Theorists and Methods, The Sciences of Life, and Bio-and-Necro-politics, and within each section there are further thematic headings. The course serves both to introduce graduate students to science and technology studies and to introduce new works and directions in the field. The syllabus foregrounds the life and biomedical sciences, and thematizes space and trans-place, time and genealogy, disciplines and inter-disciplines, method and/as theory, identity and governance, ethics and objectivity, knowledge and stratification, security and transparency.","-","Course is not repeatable for credit.","-","-","-"
"GWS","250","Gender and Womens Studies","Queer Translation","4","4","-","This seminar aims for both a familiarization and a potential reworking of selected contemporary debates in queer theory: those concerning migration, race, globalization, and movements of theory. How do queer theories, queer theories-as-practice, queer practices travel? Furthermore, do critiques of stability found in queer theory invite presumptions of mobility? We will interrogate the shadow of ""mobility"" in queer theory by considering queer tourism, gender identity, sub-class labor migration, and the outer zones of citizenship.","-","Course is not repeatable for credit.","-","-","-"
"GWS","299","Gender and Womens Studies","Individual Study and Research","1","9","-","For students engaged in individual research and study. May not be substituted for available graduate lecture courses.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","201A","Middle Eastern Languages and Cultures","Advanced Biblical Hebrew Texts","3","3","-","The exegesis of a biblical book in the light of its ancient Near Eastern background.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","201B","Middle Eastern Languages and Cultures","Advanced Biblical Hebrew Texts","3","3","-","The exegesis of a biblical book in the light of its ancient Near Eastern background.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","202A","Middle Eastern Languages and Cultures","Advanced Late Antique Hebrew Texts","3","3","-","Historical and literary study of Hebrew and Aramaic Judaic texts (e.g., Talmud and Midrash).","-","Course may be repeated for credit when topic changes.","-","-","-"
"HEBREW","202B","Middle Eastern Languages and Cultures","Advanced Late Antique Hebrew Texts","3","3","-","Historical and literary study of Hebrew and Aramaic Judaic texts (e.g., Talmud and Midrash).","-","Course may be repeated for credit when topic changes.","-","-","-"
"HEBREW","203A","Middle Eastern Languages and Cultures","Advanced Medieval Hebrew Texts","3","3","-","Literary analysis of belletristic Hebrew texts, either prose or poetry, chiefly from the Iberian medieval period.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","203B","Middle Eastern Languages and Cultures","Advanced Medieval Hebrew Texts","3","3","-","Literary analysis of belletristic Hebrew texts, either prose or poetry, chiefly from the Iberian medieval period.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","204A","Middle Eastern Languages and Cultures","Advanced Modern Hebrew Literature and Culture","3","3","-","Critical approaches to the history and textual practices of modern Hebrew poetry and fiction. Alternating focus between period, genre, and author, seminar topics include stylistic developments in Hebrew poetry and fiction from the Enlightenment to the present, modernism, and modernity, the creation of the modern Hebrew novel, women writers and the Hebrew canon, and single-author seminars.","-","Course may be repeated for credit when topic changes.","-","-","-"
"HEBREW","204B","Middle Eastern Languages and Cultures","Advanced Modern Hebrew Literature and Culture","3","3","-","Critical approaches to the history and textual practices of modern Hebrew poetry and fiction. Alternating focus between period, genre, and author, seminar topics include stylistic developments in Hebrew poetry and fiction from the Enlightenment to the present, modernism, and modernity, the creation of the modern Hebrew novel, women writers and the Hebrew canon, and single-author seminars.","-","Course may be repeated for credit when topic changes.","-","-","-"
"HEBREW","206","Middle Eastern Languages and Cultures","Ancient and Modern Hebrew Literary Texts","3","3","-","Focus on biblical texts seen from a literary point of view, attempting to establish connections with later Hebrew literature.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","298","Middle Eastern Languages and Cultures","Seminar","1","4","-","Special topics in Hebrew. Topics vary and are announced at the beginning of each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HEBREW","301A","Middle Eastern Languages and Cultures","Teaching Hebrew in College","3","3","-","The methodology of teaching Hebrew as a foreign language at the college level. Lectures on contrastive analysis of English and Hebrew, classroom strategies, and the development of instructional materials. Required of all new Graduate Student Instructors in Hebrew.","-","Course is not repeatable for credit.","-","-","-"
"HEBREW","301B","Middle Eastern Languages and Cultures","Teaching Hebrew in College","3","3","-","The methodology of teaching Hebrew as a foreign language at the college level. Lectures on contrastive analysis of English and Hebrew, classroom strategies, and the development of instructional materials. Required of all new Graduate Student Instructors in Hebrew.","-","Course is not repeatable for credit.","-","-","-"
"HINDI","221","South and Southeast Asian Studies","Hindi Literature","4","4","-","The course will focus on Hindi literature from the pre-modern and the modern periods. Topics will vary from year to year. Students will be expected to write a 25-30 page research paper.","-","Course may be repeated for credit without restriction.","-","-","-"
"HINDI","299","South and Southeast Asian Studies","Dissertation Preparation and Related Research","1","12","-","Normally reserved for students directly engaged in writing the doctoral dissertation. ","-","Course may be repeated for credit without restriction. ","-","-","-"
"HINURD","221","South and Southeast Asian Studies","Hindi Literature","4","4","-","The course will focus on readings in modern Hindi fiction, drama and critical essays, occasionally also on the medieval devotional literature in Hindi. Topics will vary from year to year. Students will be expected to write a 20-25 page research paper.","-","-","-","-","-"
"HISTART","200","History of Art","Graduate Proseminar in the Interpretation of Art Historical Materials","2","4","-","An introduction to the fundamentals of art history, including traditional and innovative perspectives designed for candidates for higher degrees. Offerings vary from year to year. Students should consult the department's ""Announcement of Classes"" for offerings before the beginning of the semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","203","History of Art","Seminar in Material Culture: The Interpretation of Objects","2","4","-","This seminar looks at both material culture theory and the practice of interpreting objects in the West and in Asia. It draws on the practices and inquiries of multiple disciplines including archaeology, anthropology, cultural geography, and art history . We will consider the variety of ways and contexts in which objects have been understood to ""speak"" as aesthetic vehicles and as cultural texts. Taught by two faculty members who have extensive experience as museum curators--one of American Art, the other of Asian Art, this class will combine theory with hands-on learning.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","230","History of Art","Seminar in Chinese Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","234","History of Art","Seminar in Japanese Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","236","History of Art","Seminar in the Art of India","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","240","History of Art","Seminar in Greek Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","258","History of Art","Seminar in Late Medieval Art in Northern Europe","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","260","History of Art","Seminar in Italian Renaissance Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","262","History of Art","Seminar in European Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","263","History of Art","Seminar in European Art: Mimesis","2","4","-","Mimesis, Greek for ""imitation"" is a key term in recent debates in a number of disciplines. However, what is at its core is often astonishingly undefined, open and ambivalent. Starting with antique and medieval works addressing key moments of mimesis we will also explore modern theories of mimesis. Crossing the threshold between pre-modern and modern examples will help us to understand the premises for the visual culture involving the rise of naturalism, and more generally the nature of representation in medieval and early modern culture.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","270","History of Art","Seminar in Baroque Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","281","History of Art","Seminar in 19th-Century Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","285","History of Art","Seminar in 20th-Century Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","286","History of Art","Seminar in 20th-Century Painting and Sculpture","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","289","History of Art","Seminar in American Art","2","4","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","290","History of Art","Special Topics in Fields of Art History","2","4","-","Topics explore themes and problems, often reflect current research interests of the instructor, and supplement regular curricular offerings. Detailed descriptions of current and future offerings available in 416 Doe Library.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","291","History of Art","Judith Stronach Graduate Travel Seminar in Art History","4","4","-","This course explores site-specific themes, topics, and problems, reflects current research interests of the instructor(s), and suppplements regular curricular offerings. Detailed descriptions of current and (where known) future offerings available in 416 Doe Library.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","296","History of Art","Directed Dissertation Research","3","12","-","Independent study open to qualified students directly engaged upon the doctoral dissertation.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","298","History of Art","Group Study for Graduate Students in the History of Art","1","4","-","Directed group discussion for graduate students, focused on selected books, articles, problems, primary sources, and/or works of art. Usually but not necessarily offered as preparation for a travel seminar or other supervised fieldwork.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","299","History of Art","Special Study for Graduate Students in the History of Art","1","12","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","300","History of Art","Supervised Teaching of History of Art","1","5","-","'	
Weekly meetings with the instructor to discuss the methods and aims of the course, to plan the content and presentation of the material for the discussion sections, and to set standards and criteria for grading and commenting upon papers and exams. In addition, after visiting sections early in the semester, the instructor will discuss with each GSI individually his or her performance and make any necessary recommendations for improvement.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","375","History of Art","Seminar in History of Art Teaching","2","2","-","This pedagogical seminar introduces graduate students to methods and theories of teaching history of art. The course has two primary goals: (1) to train new graduate student instructors to assist in teaching History of Art classes at UCB; and (2) to introduce students to techniques of designing and teaching their own classes. The seminar may be taken concurrently with the first teaching assignment or in the semester before beginning teaching. ","-","Course is not repeatable for credit.","-","-","-"
"HISTART","601","History of Art","Individual Study for Master's Students in the History of Art","1","12","-","Individual study in consultation with the graduate adviser.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","602","History of Art","Individual Study for Doctoral Students in the History of Art","1","12","-","Individual study, in consultation with the graduate adviser, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required of candidates for the Ph.D. degree.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","C204","History of Art","Proseminar in Classical Archaeology and Ancient Art","2","4","-","This seminar is intended to introduce graduate students--both archaeologists and non-archaeologists--to the discipline of classical archaeology, history, and evolution, and its research tools and bibliography. Since it is both impossible and undesirable to attempt to cover the entire discipline in one semester, after two introductory lectures on the history of the field, we will address a selection of topics that seems representative of its concerns.","CLASSICC204 CLASSIC ARCHAE/ART","Course is not repeatable for credit.","-","-","-"
"HISTART","C220","History of Art","Seminar in Middle Eastern Art","2","4","-","Seminar on critical aspects of Middle Eastern art requiring intensive study and presentation of a research paper. Topics vary from semester to semester. ","MELCC220 SEM MID EAST ART","Course may be repeated for credit without restriction.","-","-","-"
"HISTART","C288","History of Art","Vernacular Art","2","4","-","Studies in vernacular art and expression. Topics will vary from semester to semester.","FOLKLORC288 VERNACULAR ART","Course is not repeatable for credit.","-","-","-"
"HISTORY","200X","History","Special Topics: Short Course","1","2","-","A four-week long course permitting the instructor to cover in-depth a topic of particular interest. Topics and instructors vary; consult department catalog for details.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","200Y","History","The Book as Object: the Art and Material History of the Book","2","2","-","For 2,500 years, the book has dominated world culture as the primary material linguistic object. Lectures and demonstrations devoted to various aspects of the production of manuscript and printed books focusing on examining books in the collection of the Bancroft Library that exemplify, encapsulate, or represent an archetype or excellent model of the type and period(s) in which the book was published. Particular attention will be paid to the art of the book in relation to its content.","-","Course may be repeated for credit when topic changes.","-","-","-"
"HISTORY","275A","History","Core Courses in the Literature of the Several Fields of History: Ancient","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275B","History","Core Courses in the Literature of the Several Fields of History: Europe","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275D","History","Core Courses in the Literature of the Several Fields of History: United States","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275E","History","Core Courses in the Literature of the Several Fields of History: Latin America","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275F","History","Core Courses in the Literature of the Several Fields of History: Asia","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275M","History","Core Courses in the Literature of the Several Fields of History: Middle East","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275S","History","Core Courses in the Literature of the Several Fields of History: History of Science","4","4","-","To provide a broad survey of the literature and historiographical problems of the different fields in history.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","275Y","History","Core Courses in the Literature of the Several Fields of History: Yearlong, 2-unit","2","2","-","To provide a broad survey of the literature and historiographical problems of the different fields in history. ","-","Course may be repeated for credit when topic changes.","-","-","-"
"HISTORY","280","History","Advanced Studies: Sources/General Literature of the Several Fields","0","0","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280A","History","Advanced Studies: Sources/General Literature of the Several Fields: Ancient","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280B","History","Advanced Studies: Sources/General Literature of the Several Fields: Europe","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280D","History","Advanced Studies: Sources/General Literature of the Several Fields: United States","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280E","History","Advanced Studies: Sources/General Literature of the Several Fields: Latin America","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280F","History","Advanced Studies: Sources/General Literature of the Several Fields: Asia","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280G","History","Advanced Studies: Sources/General Literature of the Several Fields: Asia (For Ph.D. Candidates)","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280H","History","Advanced Studies: Sources/General Literature of the Several Fields: Africa","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280M","History","Advanced Studies: Sources/General Literature of the Several Fields: Middle East","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280N","History","Advanced Studies: Sources/General Literature of the Several Fields: Canada","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280S","History","Advanced Studies: Sources/General Literature of the Several Fields: History of Science","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","280U","History","Advanced Studies: Sources/General Literature of the Several Fields: Studies in Comparative History","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","281","History","Paleography and Other Auxiliary Sciences","4","4","-","Introduction to the scholarly handling of texts, whether ancient or modern, inscriptions or manuscripts, and instruction in the methodologies, tools, sources, and the editing and use of texts relevant to a particular field of history; instruction in any auxiliary science requisite for historical research.","-","Course may be repeated for credit with instructor consent.","-","-","-"
"HISTORY","283","History","Historical Method and Theory","4","4","-","This seminar provides a broad overview of the discipline of History. Beyond examining influential works that continue to shape how we write, teach, and think about history, it familiarizes students with important subfields of the discipline, and seminal thinkers who helped shape them. Though the course probes no topic or approach in depth, it does aim to facilitate a working knowledge of a range of methods and theoretical vocabularies with which historians should be conversant. Students must take this course in their first semester.","-","Course is not repeatable for credit.","-","-","-"
"HISTORY","285","History","Research Seminars","0","0","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course is not repeatable for credit.","-","-","-"
"HISTORY","285A","History","Research Seminars: Ancient","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285B","History","Research Seminars: Europe","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285D","History","Research Seminars: United States","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285E","History","Research Seminars: Latin America","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285F","History","Research Seminars: Asia","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
